"","Type","Subpopulation","Indicator","Value","NResp","Estimate.P","StdError.P","LCB95Pct.P","UCB95Pct.P","Estimate.U","StdError.U","LCB95Pct.U","UCB95Pct.U"
"25","Combined","All Basins","Water_Temperature",28.2,26,30.4085269918856,4.79318288447292,21.0140611670048,39.8029928167663,90958.633486847,14415.120080137,62705.5172969583,119211.749676736
"26","Combined","All Basins","Water_Temperature",28.285,27,33.3343817670015,4.71496338725192,24.0932233395627,42.5755401944402,99710.512596168,14583.4627384132,71127.4508589962,128293.57433334
"27","Combined","All Basins","Water_Temperature",28.4,29,33.5419871821832,4.71550181876745,24.2997734483659,42.7842009160006,100331.506335011,14584.9490602778,71745.5314605154,128917.481209507
"28","Combined","All Basins","Water_Temperature",28.5,31,33.7433030355,4.71510109992244,24.5018746961868,42.9847313748132,100933.686602468,14583.9577909624,72349.6545801289,129517.718624806
"29","Combined","All Basins","Water_Temperature",28.52,32,33.9723341500703,4.71962903754916,24.7220312160845,43.2226370840561,101618.769349581,14595.5924882405,73011.9337396066,130225.604959556
"30","Combined","All Basins","Water_Temperature",28.6,33,33.9904279233604,4.71966154698881,24.7400612720437,43.240794574677,101672.891829553,14595.6625619185,73065.9188776932,130279.864781413
"31","Combined","All Basins","Water_Temperature",28.69,34,35.2625337775408,4.72359033786572,26.0044668376026,44.520600717479,105478.041950036,14617.1159606099,76829.0211093947,134127.062790677
"32","Combined","All Basins","Water_Temperature",28.7,36,35.3844210873441,4.7232163211428,26.1270872067124,44.6417549679757,105842.633866706,14615.953264935,77195.8918677127,134489.375865699
"33","Combined","All Basins","Water_Temperature",28.759,37,37.5604905312451,4.47745098435726,28.7848478593614,46.3361332031287,112351.73912664,13793.7888545665,85316.4097613392,139387.06849194
"34","Combined","All Basins","Water_Temperature",28.785,38,39.7365599751461,4.59980090153524,30.7211158720821,48.75200407821,118860.844386573,13980.6277375284,91459.317539756,146262.371233391
"35","Combined","All Basins","Water_Temperature",28.88,39,40.1083924386272,4.61128485908743,31.070440192361,49.1463446848935,119973.0775695,14014.9098399502,92504.3590366215,147441.796102378
"36","Combined","All Basins","Water_Temperature",28.9,41,42.2281648506061,4.73145397572829,32.9546854636698,51.5016442375425,126313.785948705,14294.2254074403,98297.6189632243,154329.952934185
"37","Combined","All Basins","Water_Temperature",28.955,42,44.5930443086578,4.5236420714345,35.726868769696,53.4592198476196,133387.66374367,13608.5735404821,106715.34972336,160059.977763979
"38","Combined","All Basins","Water_Temperature",29,45,45.5353409680779,4.48638942038385,36.742179283504,54.3285026526517,136206.281577507,13501.1741019537,109744.466588673,162668.096566342
"39","Combined","All Basins","Water_Temperature",29.1,49,47.5236615125534,4.45860556430233,38.784955185251,56.2623678398559,142153.788331372,13377.8952952266,115933.59536378,168373.981298964
