"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Sample_Depth","Sample_Depth_VQ","Depth_Bottom_of_Waterbody_Sample_Site","Depth_Bottom_of_Waterbody_Sample_Site_VQ","Transparency_Secchi_Depth","Transparency_Secchi_Depth_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","pH_Field","pH_Field_VQ","Water_Temperature","Water_Temperature_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Weather","Weather_VQ","Water_Level","Water_Level_VQ","Water_Sample_Collection_Device","Water_Sample_Collection_Device_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Fluoride_Total","Fluoride_Total_VQ","Sulfate_Total","Sulfate_Total_VQ","Color_true","Color_true_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Chloride_Total","Chloride_Total_VQ","Total_Suspended_Solids_TSS","Total_Suspended_Solids_TSS_VQ","Pheophytin_A_Monochromatic","Pheophytin_A_Monochromatic_VQ","Chlorophyll_A_Monochromatic","Chlorophyll_A_Monochromatic_VQ","Chlorophyll_A_Uncorrected_Trichromatic","Chlorophyll_A_Uncorrected_Trichromatic_VQ","Escherichia_Coli_Quanti_Tray","Escherichia_Coli_Quanti_Tray_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Calcium_Total","Calcium_Total_VQ","Barium_Total","Barium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Lead_Total","Lead_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","Antimony_Total","Antimony_Total_VQ","Copper_Total","Copper_Total_VQ","Nickel_Total","Nickel_Total_VQ","Iron_Total","Iron_Total_VQ","Zinc_Total","Zinc_Total_VQ","Selenium_Total","Selenium_Total_VQ","Sodium_Total","Sodium_Total_VQ","Cadmium_Total","Cadmium_Total_VQ","Chromium_Total","Chromium_Total_VQ","Silver_Total","Silver_Total_VQ","Arsenic_Total","Arsenic_Total_VQ","Thallium_Total","Thallium_Total_VQ","Aluminum_Total","Aluminum_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Potassium_Total","Potassium_Total_VQ","Mercury_Sediments","Mercury_Sediments_VQ","Antimony_Sediments","Antimony_Sediments_VQ","Zinc_Sediments","Zinc_Sediments_VQ","Iron_Sediments","Iron_Sediments_VQ","Chromium_Sediments","Chromium_Sediments_VQ","Aluminum_Sediments","Aluminum_Sediments_VQ","Silver_Sediments","Silver_Sediments_VQ","Nickel_Sediments","Nickel_Sediments_VQ","Manganese_Sediments","Manganese_Sediments_VQ","Selenium_Sediments","Selenium_Sediments_VQ","Beryllium_Sediments","Beryllium_Sediments_VQ","Sediment_Sample_Collection_Device","Sediment_Sample_Collection_Device_VQ","Sediment_Collection_Area","Sediment_Collection_Area_VQ","Sediment_Type","Sediment_Type_VQ","Sediment_Odor","Sediment_Odor_VQ","Sediment_Color","Sediment_Color_VQ","Sediment_Grabs","Sediment_Grabs_VQ","Arsenic_Sediments","Arsenic_Sediments_VQ","Molybdenum_Sediments","Molybdenum_Sediments_VQ","Lead_Sediments","Lead_Sediments_VQ","Copper_Sediments","Copper_Sediments_VQ","Cadmium_Sediments","Cadmium_Sediments_VQ","Phosphorus_Total_as_P__Sediments","Phosphorus_Total_as_P__Sediments_VQ","Organic_Carbon_Sediments","Organic_Carbon_Sediments_VQ","Total_Kjeldahl_Nitrogen_Total_as_N","Total_Kjeldahl_Nitrogen_Total_as_N_VQ","Carbon_Total_Sediments","Carbon_Total_Sediments_VQ","Inorganic_Carbon_Sediments","Inorganic_Carbon_Sediments_VQ","Salinity_ppt","Salinity_ppt_VQ","BLOOM_ID","BLOOM_ID_VQ"
"125",56163,"Z2-LL-13015",2019-05-07 12:25:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,0.67,"I",87,NA,7620,NA,25,NA,28500,NA,0.099,NA,16,"I",71,NA,6.1,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9.38,NA,1.61,NA,68.2,NA,18.4,NA,0.94,NA,1300,NA,38,NA,22000,NA,38,NA,0.12,"U",NA,NA,NA,NA
"126",0,NA,2019-05-07 12:35:00,"FIELD BLANK","WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,"U",15,"U",0.002,"U",0.004,"U",0.1,"U",2,"U",0.035,"U",0.2,"U",2.5,"U",0.002,"U",0.08,"U",0.5,"U",0.2,"U",2,"U",NA,NA,NA,NA,NA,NA,1,"UQ",0.35,"U",0.075,"U",1,"U",1,"U",0.15,"U",0.2,"U",0.01,"U",0.05,"U",0.4,"U",0.5,"U",30,"U",5,"U",0.2,"U",0.5,"U",0.02,"U",0.4,"U",0.01,"U",0.05,"U",0.1,"U",5,"U",0.04,"U",0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",56160,"Z2-LL-13012",2019-05-07 13:50:00,"PRIMARY","WATER",7.54,NA,0.3,NA,2.7,NA,0.7,NA,45.8,NA,4.84,NA,28.5,NA,96.9,NA,NA,NA,NA,NA,NA,NA,0.65,"U",41,NA,0.011,NA,0.086,NA,7.7,NA,46,NA,0.037,"I",3,NA,170,NA,0.034,NA,0.66,NA,15,NA,7.4,NA,3,"I",1.3,"I",3.7,NA,4.6,NA,1,"UQ",8.9,NA,1.66,NA,10.8,NA,24.4,NA,0.15,"U",0.71,NA,0.013,"I",0.083,"I",0.4,"U",0.5,"U",370,NA,5,"U",0.2,"U",4.2,NA,0.02,"U",0.4,"U",0.01,"U",0.36,NA,0.1,"U",274,NA,1.16,NA,0.34,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",56160,"Z2-LL-13012",2019-05-07 13:53:00,"BOTTOM","WATER",6.23,NA,2.2,NA,NA,NA,NA,NA,45.9,NA,4.78,NA,26.8,NA,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",56160,"Z2-LL-13012",2019-05-07 14:00:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.49,"U",27,NA,8130,NA,13,"I",12200,NA,0.053,"I",9.8,"U",93.7,NA,6.5,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.42,NA,0.94,"I",9.9,"V",11.3,NA,0.43,NA,720,NA,46,NA,12000,NA,46,NA,0.12,"U",NA,NA,NA,NA
"130",56154,"Z2-LL-13002",2019-05-07 14:50:00,"PRIMARY","WATER",7.67,NA,0.3,NA,2.6,NA,0.9,NA,41.5,NA,4.79,NA,28.5,NA,98.8,NA,NA,NA,NA,NA,NA,NA,0.65,"I",44,NA,0.009,NA,0.011,NA,4.4,NA,42,NA,0.035,"U",1.8,NA,150,NA,0.029,NA,0.51,NA,12,NA,7.8,NA,2,"I",0.9,"U",5.3,NA,6,NA,1,"UQ",7,NA,1.47,NA,9.7,NA,24.1,NA,0.15,"U",0.79,NA,0.029,"I",0.074,"I",0.41,"I",0.5,"U",670,NA,5,"U",0.2,"U",4.2,NA,0.02,"U",0.42,"I",0.01,"U",0.5,NA,0.1,"U",395,NA,0.81,NA,0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",56154,"Z2-LL-13002",2019-05-07 14:53:00,"BOTTOM","WATER",6.95,NA,2.1,NA,NA,NA,NA,NA,41.4,NA,4.64,NA,25.2,NA,84.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",56154,"Z2-LL-13002",2019-05-07 15:00:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,0.88,"I",71,NA,7430,NA,16,NA,11400,NA,0.049,"I",11,"I",37.7,NA,4,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8.73,NA,2.65,NA,22.9,NA,9.8,NA,1.09,NA,720,NA,36,NA,14000,NA,36,NA,0.12,"U",NA,NA,NA,NA
"133",56158,"Z2-LL-13008",2019-05-07 15:10:00,"PRIMARY","WATER",7.72,NA,0.3,NA,2.7,NA,0.7,NA,41.9,NA,4.95,NA,27.6,NA,98.1,NA,NA,NA,NA,NA,NA,NA,0.65,"U",51,NA,0.005,NA,0.01,NA,4.2,NA,42,NA,0.035,"I",1.9,NA,150,NA,0.028,NA,0.47,NA,13,NA,7.9,NA,2,"I",1.5,"U",4.5,NA,5.1,NA,1,"UQ",6.9,NA,1.46,NA,9.8,NA,24,NA,0.15,"U",0.8,NA,0.028,"I",0.072,"I",0.42,"I",0.5,"U",660,NA,5,"U",0.2,"U",4.2,NA,0.02,"U",0.42,"I",0.01,"U",0.53,NA,0.1,"U",395,NA,0.8,NA,0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",56158,"Z2-LL-13008",2019-05-07 15:13:00,"BOTTOM","WATER",6.98,NA,2.2,NA,NA,NA,NA,NA,41.5,NA,4.81,NA,25.3,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",56158,"Z2-LL-13008",2019-05-07 15:20:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,0.53,"I",33,NA,7630,NA,24,NA,13700,NA,0.066,"I",9.8,"U",38.1,NA,3.6,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5.67,NA,1.83,NA,32,NA,10.8,NA,0.39,NA,960,"Q",15,"Q",7100,NA,15,"Q",0.12,"UQ",NA,NA,NA,NA
"136",56164,"Z2-LL-13018",2019-05-08 09:25:00,"PRIMARY","WATER",7.52,NA,0.3,NA,2.6,NA,0.8,NA,41.3,NA,4.9,NA,26.9,NA,94.2,NA,NA,NA,NA,NA,NA,NA,0.65,"U",46,NA,0.009,NA,0.012,NA,4.1,"A",42,NA,0.035,"U",1.9,NA,150,NA,0.027,NA,0.49,NA,12,NA,7.9,NA,2,"I",0.9,"U",3.6,NA,4.1,NA,1,"UQ",6.9,NA,1.47,NA,9.8,NA,24.2,NA,0.15,"U",0.8,NA,0.032,"I",0.067,"I",0.41,"I",0.5,"U",660,NA,5,"U",0.2,"U",4.2,NA,0.02,"U",0.4,"I",0.01,"U",0.54,NA,0.1,"U",399,NA,0.79,NA,0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",56164,"Z2-LL-13018",2019-05-08 09:28:00,"BOTTOM","WATER",7.26,NA,2.1,NA,NA,NA,NA,NA,41.3,NA,4.88,NA,25.8,NA,89.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",56164,"Z2-LL-13018",2019-05-08 09:35:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,0.58,"I",52,NA,9400,NA,20,NA,12900,NA,0.062,"I",10,"I",37,NA,4,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8.65,NA,2.35,NA,31.1,NA,10.9,NA,0.91,NA,1000,NA,25,NA,10000,NA,25,NA,0.12,"U",NA,NA,NA,NA
"139",56161,"Z2-LL-13013",2019-05-08 11:40:00,"PRIMARY","WATER",4.41,NA,0.3,NA,1.3,NA,1.3,"S",130.6,NA,7.04,NA,26.3,NA,54.7,NA,NA,NA,NA,NA,NA,NA,42,NA,83,NA,0.007,NA,0.004,"U",2.2,NA,129,NA,0.14,NA,3.6,NA,36,NA,0.074,NA,0.77,NA,8.3,NA,11,NA,3,"I",0.9,"U",10,NA,11,NA,1,"Q",43,NA,13.9,NA,7.5,NA,5.8,NA,0.29,"I",0.2,"U",0.01,"U",0.059,"I",0.4,"U",0.5,"U",38,"I",5,"U",0.2,"U",7.1,NA,0.02,"U",0.4,"U",0.01,"U",0.29,NA,0.1,"U",12,"I",2.01,NA,0.8,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",56156,"Z2-LL-13006",2019-05-08 14:05:00,"PRIMARY","WATER",11.81,NA,0.3,NA,7.4,NA,0.4,NA,86.7,NA,8.97,NA,29,NA,152.8,NA,NA,NA,NA,NA,NA,NA,10,NA,64,NA,0.007,NA,0.004,"U",22,NA,77,NA,0.072,"I",5.1,NA,130,"A",0.082,NA,2.1,NA,13,NA,11,NA,10,NA,4.5,"U",170,NA,180,NA,5.2,"Q",22.3,NA,6.3,NA,16.1,NA,12.3,NA,0.15,"U",0.2,"U",0.01,"U",0.051,"I",0.46,"I",0.5,"U",88,"I",5,"U",0.23,"I",4.4,NA,0.02,"I",0.4,"U",0.01,"U",0.36,NA,0.1,"U",98,NA,1.59,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",56156,"Z2-LL-13006",2019-05-08 14:10:00,"BOTTOM","WATER",2.11,NA,6.9,NA,NA,NA,NA,NA,85.4,NA,5.65,NA,14.8,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",56156,"Z2-LL-13006",2019-05-08 14:15:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.67,"I",41,NA,4860,NA,18,NA,23900,NA,0.074,"I",9.4,"I",84.5,NA,1.5,"I",0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4.13,NA,2.32,NA,33.6,NA,8.7,NA,1.06,NA,1300,NA,36,NA,18000,NA,36,NA,0.12,"U",NA,NA,NA,NA
"143",56167,"Z2-LL-13024",2019-06-04 11:00:00,"PRIMARY","WATER",6.36,NA,0.25,NA,0.5,NA,0.5,"S",43.5,"J",5.17,NA,29.4,NA,84.3,NA,NA,NA,NA,NA,NA,NA,0.65,"U",40,NA,0.002,"I",0.004,"U",4.2,"A",44,NA,0.035,"U",2.1,NA,120,NA,0.029,NA,0.48,NA,12,NA,8.4,NA,2,"I",1.3,"I",3.8,NA,4.7,NA,2,"Q",7.8,NA,1.66,NA,9.8,NA,25.5,NA,0.15,"U",0.77,NA,0.029,"I",0.083,"I",0.4,"U",0.5,"U",710,NA,5,"U",0.2,"U",4.7,NA,0.02,"U",0.45,"I",0.01,"U",0.55,NA,0.1,"U",357,NA,0.88,NA,0.3,"U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",56166,"Z2-LL-13023",2019-06-04 12:45:00,"PRIMARY","WATER",7.59,NA,0.3,NA,6,NA,1.6,NA,73.7,"J",6.66,NA,30.2,NA,100.9,NA,NA,NA,NA,NA,NA,NA,3.6,NA,55,NA,0.003,"I",0.004,"I",2,NA,76,NA,0.045,"I",4.7,NA,57,NA,0.017,NA,0.69,NA,12,NA,14,NA,2,"I",1.6,"I",7.9,NA,9.1,NA,1,"UQ",13.4,NA,2.72,NA,8.9,NA,5.5,NA,0.16,"I",0.2,"U",0.01,"U",0.092,"I",0.55,"I",0.5,"U",61,"I",8.1,"I",0.2,"U",8.2,NA,0.02,"U",0.4,"U",0.01,"U",2.04,NA,0.1,"U",44,NA,1.61,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",56166,"Z2-LL-13023",2019-06-04 12:48:00,"BOTTOM","WATER",0.67,NA,5.5,NA,NA,NA,NA,NA,78.1,"J",6.1,NA,25.5,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
