"","FK_STATION","FK_RANDOM_SAMPLE_LOCATION","COLLECTION_DATE","SAMPLE_TYPE","MATRIX","Oxygen_Dissolved_Field","Oxygen_Dissolved_Field_VQ","Sample_Depth","Sample_Depth_VQ","Depth_Bottom_of_Waterbody_Sample_Site","Depth_Bottom_of_Waterbody_Sample_Site_VQ","Transparency_Secchi_Depth","Transparency_Secchi_Depth_VQ","Specific_Conductance_Field","Specific_Conductance_Field_VQ","pH_Field","pH_Field_VQ","Water_Temperature","Water_Temperature_VQ","Oxygen_Dissolved_Percent_Saturation","Oxygen_Dissolved_Percent_Saturation_VQ","Weather","Weather_VQ","Water_Level","Water_Level_VQ","Water_Sample_Collection_Device","Water_Sample_Collection_Device_VQ","Alkalinity_Total_as_CaCO3","Alkalinity_Total_as_CaCO3_VQ","Total_Dissolved_Solids_TDS_measured","Total_Dissolved_Solids_TDS_measured_VQ","Ammonia_Total_as_N","Ammonia_Total_as_N_VQ","NitrateNitrite_Total_as_N","NitrateNitrite_Total_as_N_VQ","Turbidity_Lab","Turbidity_Lab_VQ","Specific_Conductance_Lab","Specific_Conductance_Lab_VQ","Fluoride_Total","Fluoride_Total_VQ","Sulfate_Total","Sulfate_Total_VQ","Color_true","Color_true_VQ","Phosphorus_Total_as_P","Phosphorus_Total_as_P_VQ","Kjeldahl_Nitrogen_Total_as_N","Kjeldahl_Nitrogen_Total_as_N_VQ","Organic_Carbon_Total","Organic_Carbon_Total_VQ","Chloride_Total","Chloride_Total_VQ","Total_Suspended_Solids_TSS","Total_Suspended_Solids_TSS_VQ","Pheophytin_A_Monochromatic","Pheophytin_A_Monochromatic_VQ","Chlorophyll_A_Monochromatic","Chlorophyll_A_Monochromatic_VQ","Chlorophyll_A_Uncorrected_Trichromatic","Chlorophyll_A_Uncorrected_Trichromatic_VQ","Escherichia_Coli_Quanti_Tray","Escherichia_Coli_Quanti_Tray_VQ","Hardness_calculated_as_CACO3","Hardness_calculated_as_CACO3_VQ","Calcium_Total","Calcium_Total_VQ","Barium_Total","Barium_Total_VQ","Manganese_Total","Manganese_Total_VQ","Molybdenum_total","Molybdenum_total_VQ","Lead_Total","Lead_Total_VQ","Beryllium_Total","Beryllium_Total_VQ","Antimony_Total","Antimony_Total_VQ","Copper_Total","Copper_Total_VQ","Nickel_Total","Nickel_Total_VQ","Iron_Total","Iron_Total_VQ","Zinc_Total","Zinc_Total_VQ","Selenium_Total","Selenium_Total_VQ","Sodium_Total","Sodium_Total_VQ","Cadmium_Total","Cadmium_Total_VQ","Chromium_Total","Chromium_Total_VQ","Silver_Total","Silver_Total_VQ","Arsenic_Total","Arsenic_Total_VQ","Thallium_Total","Thallium_Total_VQ","Aluminum_Total","Aluminum_Total_VQ","Magnesium_Total","Magnesium_Total_VQ","Potassium_Total","Potassium_Total_VQ","Mercury_Sediments","Mercury_Sediments_VQ","Antimony_Sediments","Antimony_Sediments_VQ","Zinc_Sediments","Zinc_Sediments_VQ","Iron_Sediments","Iron_Sediments_VQ","Chromium_Sediments","Chromium_Sediments_VQ","Aluminum_Sediments","Aluminum_Sediments_VQ","Silver_Sediments","Silver_Sediments_VQ","Nickel_Sediments","Nickel_Sediments_VQ","Manganese_Sediments","Manganese_Sediments_VQ","Selenium_Sediments","Selenium_Sediments_VQ","Beryllium_Sediments","Beryllium_Sediments_VQ","Sediment_Sample_Collection_Device","Sediment_Sample_Collection_Device_VQ","Sediment_Collection_Area","Sediment_Collection_Area_VQ","Sediment_Type","Sediment_Type_VQ","Sediment_Odor","Sediment_Odor_VQ","Sediment_Color","Sediment_Color_VQ","Sediment_Grabs","Sediment_Grabs_VQ","Arsenic_Sediments","Arsenic_Sediments_VQ","Molybdenum_Sediments","Molybdenum_Sediments_VQ","Lead_Sediments","Lead_Sediments_VQ","Copper_Sediments","Copper_Sediments_VQ","Cadmium_Sediments","Cadmium_Sediments_VQ","Phosphorus_Total_as_P__Sediments","Phosphorus_Total_as_P__Sediments_VQ","Organic_Carbon_Sediments","Organic_Carbon_Sediments_VQ","Total_Kjeldahl_Nitrogen_Total_as_N","Total_Kjeldahl_Nitrogen_Total_as_N_VQ","Carbon_Total_Sediments","Carbon_Total_Sediments_VQ","Inorganic_Carbon_Sediments","Inorganic_Carbon_Sediments_VQ","Salinity_ppt","Salinity_ppt_VQ","BLOOM_ID","BLOOM_ID_VQ"
"103",55582,"Z1-LL-13006",2019-06-13 12:30:00,"PRIMARY","WATER",11,NA,0.3,NA,2,NA,0.6,NA,186,NA,8.93,NA,29.63,NA,144.7,NA,NA,NA,NA,NA,NA,NA,49,NA,117,NA,0.008,NA,0.004,"U",8.6,NA,183,NA,0.16,NA,21,NA,26,NA,0.22,NA,1.6,NA,7.8,NA,12,NA,15,NA,12,"I",120,NA,130,NA,7.5,NA,74.2,NA,17.8,NA,10.5,NA,45,NA,0.82,NA,0.2,"U",0.01,"U",0.074,"I",0.4,"U",0.5,"U",240,NA,5,"U",0.2,"U",7.9,NA,0.02,"U",0.4,"U",0.01,"U",1.77,NA,0.1,"U",66,NA,7.22,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",55582,"Z1-LL-13006",2019-06-13 12:35:00,"BOTTOM","WATER",8.82,NA,1.5,NA,NA,NA,NA,NA,185,NA,8.07,NA,28.97,NA,114.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",55582,"Z1-LL-13006",2019-06-13 12:50:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014,NA,0.47,"U",7.6,"I",1920,NA,9.2,"I",3370,NA,0.033,"I",9.5,"U",37.9,NA,0.47,"U",0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.06,NA,0.24,"U",2.2,"I",1,"I",0.095,"U",140,NA,0.55,NA,250,"I",0.55,NA,0.12,"U",NA,NA,NA,NA
"106",55581,"Z1-LL-13003",2019-05-29 12:25:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,0.63,"I",22,NA,2480,NA,12,"I",7800,NA,0.038,"I",9.3,"U",99.7,NA,0.46,"U",0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.22,NA,0.23,"U",14.1,NA,4.6,NA,0.093,"U",180,NA,2.2,NA,1100,NA,2.2,NA,0.12,"U",NA,NA,NA,NA
"107",55589,"Z1-LL-13016",2019-06-04 12:30:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,0.57,"I",86,NA,21200,NA,58,NA,55300,NA,0.057,"I",14,"I",164,NA,1.9,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7.46,NA,2.28,NA,32.8,NA,7.8,NA,0.62,NA,970,NA,20,NA,13000,NA,20,NA,0.12,"U",NA,NA,NA,NA
"108",55585,"Z1-LL-13011",2019-05-30 11:55:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,0.42,"U",5,"U",915,NA,4.4,"I",650,NA,0.021,"U",8.4,"U",29.6,NA,0.42,"U",0.031,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.23,"I",0.24,"I",3.9,NA,0.84,"U",0.084,"U",25,NA,0.48,NA,210,"I",0.45,NA,0.12,"U",NA,NA,NA,NA
"109",55590,"Z1-LL-13017",2019-06-05 11:20:00,"BOTTOM","WATER",1.13,NA,2.6,NA,NA,NA,NA,NA,23,NA,3.71,NA,27.51,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",55579,"Z1-LL-13001",2019-05-16 12:05:00,"BOTTOM","WATER",6.05,NA,2.5,NA,NA,NA,NA,NA,15,NA,5.16,NA,25.23,NA,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",56159,"Z2-LL-13010",2019-05-06 14:00:00,"PRIMARY","WATER",8.4,NA,0.3,NA,4.9,NA,1.7,NA,75.7,NA,6.59,NA,28.7,NA,108.3,NA,NA,NA,NA,NA,NA,NA,3.8,NA,63,NA,0.003,"I",0.004,"U",3,NA,74,NA,0.043,"I",4.7,NA,51,NA,0.017,NA,0.69,NA,10,NA,13,NA,3,"I",1.8,"U",18,NA,19,NA,1,"UQ",13.2,NA,2.64,NA,10.1,NA,4.1,NA,0.15,"U",0.2,"I",0.01,"U",0.089,"I",0.71,"I",0.5,"U",56,"I",5,"U",0.2,"U",8.6,NA,0.02,"U",0.4,"U",0.01,"U",1.51,NA,0.1,"U",53,NA,1.6,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",56159,"Z2-LL-13010",2019-05-06 14:02:00,"BOTTOM","WATER",7.5,NA,4.4,NA,NA,NA,NA,NA,74.6,NA,5.92,NA,24.5,NA,90.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",56159,"Z2-LL-13010",2019-05-06 14:10:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,0.48,"U",5.7,"U",660,NA,5.4,"I",2870,NA,0.024,"U",9.5,"U",24.3,NA,0.48,"U",0.063,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.96,NA,0.25,"I",4.5,"V",1.7,"I",0.095,"U",61,NA,0.6,NA,600,NA,0.55,NA,0.12,"U",NA,NA,NA,NA
"114",56155,"Z2-LL-13003",2019-05-06 15:15:00,"PRIMARY","WATER",8.7,NA,0.3,NA,5,NA,1.3,NA,74.6,NA,7.21,NA,27.3,NA,109.7,NA,NA,NA,NA,NA,NA,NA,3.7,NA,54,NA,0.003,"I",0.004,"U",3.4,NA,74,NA,0.046,"I",4.7,NA,52,NA,0.015,NA,0.71,NA,10,NA,13,NA,5,"I",1.8,"U",19,NA,19,NA,1,"UQ",13.2,NA,2.65,NA,10,NA,4.3,NA,0.15,"U",0.2,"I",0.01,"U",0.084,"I",0.71,"I",0.5,"U",58,"I",5,"U",0.2,"U",8.5,NA,0.02,"U",0.4,"U",0.01,"U",1.51,NA,0.1,"U",53,NA,1.61,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",56155,"Z2-LL-13003",2019-05-06 15:18:00,"BOTTOM","WATER",7.99,NA,4.5,NA,NA,NA,NA,NA,75,NA,6.54,NA,25.1,NA,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",56155,"Z2-LL-13003",2019-05-06 15:25:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,NA,0.47,"U",5.6,"U",624,NA,3.7,"U",1810,NA,0.023,"U",9.4,"U",19.4,NA,0.47,"U",0.037,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.51,NA,0.23,"U",3.4,"IV",1,"I",0.094,"U",44,NA,0.43,NA,340,NA,0.37,NA,0.12,"U",NA,NA,NA,NA
"117",56157,"Z2-LL-13007",2019-05-06 15:40:00,"PRIMARY","WATER",8.06,NA,0.3,NA,2.9,NA,1.3,NA,73.7,NA,6.24,NA,28.4,NA,102.5,NA,NA,NA,NA,NA,NA,NA,3.6,NA,57,NA,0.012,NA,0.013,NA,4.8,NA,73,NA,0.046,"I",4.5,NA,67,NA,0.021,NA,0.86,NA,11,NA,13,NA,5,"I",1.8,"U",26,NA,28,NA,1,"Q",13.2,NA,2.66,NA,10,NA,4.1,NA,0.16,"I",0.2,"U",0.01,"U",0.084,"I",0.7,"I",0.5,"U",62,"I",5,"U",0.2,"U",8.5,NA,0.02,"U",0.4,"U",0.01,"U",1.83,NA,0.1,"U",61,NA,1.59,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",56157,"Z2-LL-13007",2019-05-06 15:43:00,"BOTTOM","WATER",6.65,NA,2.4,NA,NA,NA,NA,NA,73.9,NA,6,NA,25.4,NA,81.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",56157,"Z2-LL-13007",2019-05-06 15:50:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0.56,"I",22,"I",2980,NA,6.2,"I",3030,NA,0.025,"U",9.8,"U",48.9,NA,2.3,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4.5,NA,1.38,NA,8.3,"V",8.9,NA,0.14,"I",220,NA,40,NA,36000,NA,40,NA,0.3,"U",NA,NA,NA,NA
"120",56162,"Z2-LL-13014",2019-05-06 16:00:00,"PRIMARY","WATER",7.99,NA,0.3,NA,3.6,NA,1.3,NA,74.3,NA,6.29,NA,29.9,NA,105.4,NA,NA,NA,NA,NA,NA,NA,3.3,NA,58,NA,0.019,NA,0.01,NA,4.7,NA,73,NA,0.045,"I",4.5,NA,66,NA,0.022,NA,0.82,NA,11,NA,13,NA,5,"I",1.8,"U",24,NA,25,NA,1,"Q",12.9,NA,2.58,NA,9.9,NA,3.9,"I",0.15,"U",0.2,"U",0.01,"U",0.08,"I",0.68,"I",0.5,"U",54,"I",5,"U",0.2,"U",8.3,NA,0.02,"U",0.4,"U",0.01,"U",1.74,NA,0.1,"U",55,NA,1.56,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",56162,"Z2-LL-13014",2019-05-06 16:03:00,"BOTTOM","WATER",6.29,NA,3.1,NA,NA,NA,NA,NA,74.4,NA,5.95,NA,25.2,NA,76.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",56162,"Z2-LL-13014",2019-05-06 16:10:00,"PRIMARY","SEDIMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,0.47,"U",32,NA,4770,NA,5.9,"I",4580,NA,0.024,"U",9.4,"U",65.6,NA,2.9,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5.53,NA,1.35,NA,13.9,"V",11.1,NA,0.25,"I",320,NA,48,NA,29000,NA,47,NA,0.3,"U",NA,NA,NA,NA
"123",56163,"Z2-LL-13015",2019-05-07 12:15:00,"PRIMARY","WATER",7.86,NA,0.3,NA,5.6,NA,1.9,NA,62.8,NA,5.84,NA,27.7,NA,99.8,NA,NA,NA,NA,NA,NA,NA,2.2,"I",58,NA,0.002,"I",0.004,"U",1.6,NA,64,NA,0.05,"I",5.1,NA,65,NA,0.014,NA,0.68,NA,13,NA,11,NA,2,"I",0.9,"U",3,NA,3.2,NA,1,"UQ",13.1,NA,3.04,NA,12.6,NA,9.6,NA,0.15,"U",0.38,"I",0.015,"I",0.082,"I",0.81,NA,0.5,"U",91,"I",5,"U",0.2,"U",5.9,NA,0.02,"U",0.4,"U",0.01,"U",2.02,NA,0.1,"U",188,NA,1.34,NA,0.58,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",56163,"Z2-LL-13015",2019-05-07 12:18:00,"BOTTOM","WATER",2.36,NA,5.1,NA,NA,NA,NA,NA,63.5,NA,5.15,NA,22.3,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
